id,num change points,standard deviation,zero cross,loudness,amplitude envelope,band energy ratio,spectral centroid,spectral bandwidth,pitch stability,is_transition
167,-0.4958814776353897,-1.479521949969663,-0.6999574090281665,-0.6648962956293117,-0.7099923917937349,0.5228968984086537,-0.7550719952945897,-0.4999153978404087,-0.03009770253838478,0
168,-0.32191359057902996,-0.5559066062364898,-0.5605875353291702,-0.5235000877298543,-0.5812642357195291,1.7304806867045874,-0.819488431020042,-1.1603632401505202,-0.030097702551387374,0
169,-0.7394365195142933,-1.5176058787060693,-0.6057355225837746,-0.6508992982721522,-0.7069005616622752,1.4890761761254507,-0.8437910632633416,-1.0204342244766016,-0.030097702536806648,0
170,-0.6350557872804775,-0.7130824328990917,-0.6027910886323874,-0.5812387257172908,-0.6406061175460388,0.6048293594048495,-0.6777468002987853,-0.5468373947624918,-0.030097702550479857,0
171,-0.6002622098692055,-0.28630044050717124,-0.5821800509726767,-0.4740406462793271,-0.5008867727986773,0.3430076449849235,-0.39651414636350374,-0.09517323258168896,-0.03009770255255917,0
172,-0.21753285834521416,-0.37365509605988206,-0.5596060573453744,-0.6153514820127487,-0.6588305752930487,0.7579906929975534,-0.48948567136976745,-0.3908087237531025,-0.030097702552221724,0
173,-0.07835854870012639,-0.8455557099838937,-0.6106429125027534,-0.8466142967025593,-0.8595137485372012,1.0463337694774857,-0.7969364158709628,-0.949834487929095,-0.03009770254952511,0
174,-0.35670716799030194,-1.041477299292862,-0.6528464658059705,-1.011093580832916,-1.0124095603410115,0.6829960465840049,-0.7621459940067873,-0.5828877153315138,-0.030097702547635507,0
175,0.26957722541259305,-1.0091891303282683,-0.5684393591995361,-1.1257114100207557,-1.1047184864948147,0.43023828387812124,-0.8075958509207276,-0.7649151192236071,-0.03009770254799771,0
176,-0.8090236743368372,-1.288837121473254,-0.5762911830699021,-0.3235538024783482,-0.392779622798705,2.093118215398546,-0.7936270450945945,-0.9296954954629584,-0.030097702543788303,0
